kind	source_ref	source_head	commit_subject	commit_date	run_id	original_path	archive_path	blob_sha
current	evidence/pr439-w2-diag-w3	fe99bae58045151c91653dc0c8da90b8679c35c8	test(evidence): contain unrelated FM-03 in W2 diagnostic	2026-09-23T15:07:49Z	35879288048	.github/workflows/pr439-w2-three-arm-diagnostic.yml	docs/tracking/evidence/pr439-ref-archive/current/w2-diag-w3/.github/workflows/pr439-w2-three-arm-diagnostic.yml.txt	dec67b35de829d79f9cc6169b5d9139b4ed2d85a
current	evidence/pr439-w2-diag-w3	fe99bae58045151c91653dc0c8da90b8679c35c8	test(evidence): contain unrelated FM-03 in W2 diagnostic	2026-09-23T15:07:49Z	35879288048	src/match-engine/MatchEngine.cs	docs/tracking/evidence/pr439-ref-archive/current/w2-diag-w3/src/match-engine/MatchEngine.cs.txt	8fd57c073f2c74ce6ee6f896e73db84b470a9414
current	evidence/pr439-w2-diag-w3	fe99bae58045151c91653dc0c8da90b8679c35c8	test(evidence): contain unrelated FM-03 in W2 diagnostic	2026-09-23T15:07:49Z	35879288048	src/match-engine/tests/W2TackleDiagnosticEvidenceTests.cs	docs/tracking/evidence/pr439-ref-archive/current/w2-diag-w3/src/match-engine/tests/W2TackleDiagnosticEvidenceTests.cs.txt	51b5f26e6c02e576eba9862e8ae86612e8bda8c3
current	evidence/pr439-w3-pre-w6-six-seed	d8b362d4c84b9d8fb461ffea66187f50a8780033	ci(evidence): run PR439 W3 pre-W6 attribution arm	2026-09-23T03:46:28Z	35815667045	.github/workflows/pr439-w3-pre-w6-evidence.yml	docs/tracking/evidence/pr439-ref-archive/current/w3-pre-w6-six-seed/.github/workflows/pr439-w3-pre-w6-evidence.yml.txt	03bd697638f6b6097f4bf078993e0a9a09a6506c
current	evidence/pr439-w3-prearm-20260922	b8b59a41fe56cf6a5ac67e952435cfb8a0707317	ci(evidence): fix pre-W3 harness syntax	2026-09-23T03:35:31Z	35814941362	.github/workflows/pr439-w3-prearm-evidence.yml	docs/tracking/evidence/pr439-ref-archive/current/w3-prearm-20260922/.github/workflows/pr439-w3-prearm-evidence.yml.txt	ad2e32a9a10f99b2d107d289a8158eb7029ee792
current	evidence/pr439-w3-prearm-20260922	b8b59a41fe56cf6a5ac67e952435cfb8a0707317	ci(evidence): fix pre-W3 harness syntax	2026-09-23T03:35:31Z	35814941362	src/match-engine/tests/FoulRateDiagnosticTests.cs	docs/tracking/evidence/pr439-ref-archive/current/w3-prearm-20260922/src/match-engine/tests/FoulRateDiagnosticTests.cs.txt	380f9ee34b7ff629b2c57172842437b31e51a25e
current	evidence/pr439-w3-prearm-20260922	b8b59a41fe56cf6a5ac67e952435cfb8a0707317	ci(evidence): fix pre-W3 harness syntax	2026-09-23T03:35:31Z	35814941362	tools/dotnet-ci/parse_foul_card_characterization.py	docs/tracking/evidence/pr439-ref-archive/current/w3-prearm-20260922/tools/dotnet-ci/parse_foul_card_characterization.py.txt	e81987356b4a9483d7d6e47f14e17384ca3c179c
current	evidence/pr439-w3-prewire-six-seed	cf36526ce6ecd64632133780ed98ca0afe46c987	ci(evidence): run frozen PR439 pre-W3 arm	2026-09-23T03:47:55Z	35815761065	.github/workflows/pr439-w3-prewire-six-seed.yml	docs/tracking/evidence/pr439-ref-archive/current/w3-prewire-six-seed/.github/workflows/pr439-w3-prewire-six-seed.yml.txt	d7c0413bb90f0bbe40f7335de83f82af186e5dec
current	evidence/pr439-w3-prewire-six-seed	cf36526ce6ecd64632133780ed98ca0afe46c987	ci(evidence): run frozen PR439 pre-W3 arm	2026-09-23T03:47:55Z	35815761065	src/match-engine/tests/FoulRateDiagnosticTests.cs	docs/tracking/evidence/pr439-ref-archive/current/w3-prewire-six-seed/src/match-engine/tests/FoulRateDiagnosticTests.cs.txt	5f2c30f4eda2f05ace6e72a8e61f9432946fd0be
current	evidence/pr439-w3-prewire-six-seed	cf36526ce6ecd64632133780ed98ca0afe46c987	ci(evidence): run frozen PR439 pre-W3 arm	2026-09-23T03:47:55Z	35815761065	tools/dotnet-ci/parse_foul_card_characterization.py	docs/tracking/evidence/pr439-ref-archive/current/w3-prewire-six-seed/tools/dotnet-ci/parse_foul_card_characterization.py.txt	f8b5fa4b4c8f5b8d3644e5a52eee31573ef4d779
